Name,Status,ID,Type,Impressions,Clickthroughs,Off-site Average Order Value,Off-site Conversion,Off-site Purchase Qty,Off-site Revenue,Off-site Revenue Per Mille,On-site Average Order Value,On-site Conversion,On-site Purchase Qty,On-site Revenue,On-site Revenue Per Mille
MS Bedding MSEM891,Inactive,ms-bedding-msem891,Email,25977,380,18.32,0.01,3.0,54.96,2.12,0,0,0,0,0
MS Bedding MSEM887,Active,ms-bedding-msem887,Email,25244,233,21.46,0.01,2.0,42.92,1.7,0,0,0,0,0
MS Bedding 60s MSEM991,Inactive,ms-bedding-60s-msem991,Email,21752,660,20.98,0.02,5.0,104.89999999999999,4.82,0,0,0,0,0
MS Bedding (from each range) MSEM884,Inactive,ms-bedding-from-each-range-msem884,Email,24420,355,29.19,0.07,17.0,496.29999999999995,20.32,0,0,0,0,0
MS 9 x Bestsellers,Active,ms-9-x-bestsellers,Email,153051,2490,28.81,0.02,34.0,979.65,6.4,0,0,0,0,0
MS - PDP - Recommended,Active,ms-pdp-recommended,Web,74249,4072,0,0,0,0,0,16.42,0.01,7.0,114.92999999999999,1.55
MS - Home  - Test,Active,ms-home-test,Web,18966,1244,0,0,0,0,0,0,0,0,0,0
MS - Home  - Most Popular,Inactive,ms-home-most-popular-x,Web,2,0,0,0,0,0,0,0,0,0,0,0
MS - Home  - Most Popular,Inactive,ms-home-most-popular,Web,2,0,0,0,0,0,0,0,0,0,0,0
MS - Empty Cart  - Most Popular,Active,ms-empty-cart-most-popular,Web,2903,189,0,0,0,0,0,0,0,0,0,0
MS - Cart - Upsell,Active,ms-cart-upsell,Web,30059,1100,0,0,0,0,0,14.32,0.01,3.0,42.96,1.43
MS - Basket Pop Up,Active,ms-basket-pop-up,Web,1047,48,0,0,0,0,0,15.98,0.19,2.0,31.96,30.53
Merge test,Inactive,merge-test,Web,1,0,0,0,0,0,0,0,0,0,0,0
Mailshop - Pop over Bar,Active,mailshop-pop-over-bar,Web,19959,0,0,0,0,0,0,0,0,0,0,0
Mailshop - Exit - New,Active,mailshop-exit-new,Web,82504,78,0,0,0,0,0,0,0,0,0,0
Intent Bestsellers,Inactive,intent-bestsellers,Email,147,30,0,0,0,0,0,0,0,0,0,0
Instagram Photo Grid New,Inactive,instagram-photo-grid-new,Web,1,0,0,0,0,0,0,0,0,0,0,0
IG - YG - A001,Inactive,ig-yg-a001,Web,1,0,0,0,0,0,0,0,0,0,0,0
HRK - Sitewider Banner,Inactive,hrk-sitewider-banner,Web,39622,0,0,0,0,0,0,0,0,0,0,0
HRK - PDP - Recommended,Active,hrk-pdp-recommended,Web,446972,28238,0,0,0,0,0,32.99,0.02,104.0,3431.0899999999997,7.68
HRK - PDP - Recently Viewed,Inactive,hrk-pdp-recently-viewed,Web,4204,28,0,0,0,0,0,0,0,0,0,0
HRK - PDP - New Test,Inactive,hrk-pdp-new-test,Web,1,0,0,0,0,0,0,0,0,0,0,0
HRK - Home - New In,Inactive,hrk-home-new-in,Web,1,0,0,0,0,0,0,0,0,0,0,0
HRK - Home - MP - De-dupe,Inactive,hrk-home-mp-de-dupe,Web,1,0,0,0,0,0,0,0,0,0,0,0
HRK - Home,Active,hrk-home-test,Web,111197,6253,0,0,0,0,0,34.03,0.07,79.0,2688.5699999999997,24.18
HRK - Empty Cart  - Most Popular,Active,hrk-empty-cart-most-popular,Web,5643,548,0,0,0,0,0,26.84,0.18,10.0,268.4,47.56
HRK - Easter 15 OFF - Organic and UTM,Inactive,hrk-easter-15-off-organic-and-utm,Web,101,0,0,0,0,0,0,0,0,0,0,0
HRK - Cart - Upsell - 2,Inactive,hrk-cart-upsell-2,Web,1,0,0,0,0,0,0,0,0,0,0,0
HRK - Cart - Upsell,Active,hrk-cart-upsell-new,Web,55057,3034,0,0,0,0,0,8.08,0.14,75.0,605.83,11.0
HRK - Basket Pop Up,Active,hrk-basket-pop-up-a,Web,5685,440,0,0,0,0,0,8.25,0.37,21.0,173.33,30.49
HRK - Basket Pop Up,Inactive,hrk-basket-pop-up,Web,1,0,0,0,0,0,0,0,0,0,0,0
HRK - 404 - Recommended,Active,hrk-404-recommended,Web,587,10,0,0,0,0,0,0,0,0,0,0
Homepage/PDP - Recently Viewed,Inactive,homepagepdp-recently-viewed,Web,1766338,17881,0,0,0,0,0,25.42,0.03,472.0,11999.23,6.79
Homepage/404 - Most Popular Products,Inactive,homepage404-most-popular-products,Web,567001,11349,0,0,0,0,0,27.56,0.05,280.0,7715.46,13.61
Harkness Roses Charity Roses HREM1245,Active,harkness-roses-charity-roses-hrem1245,Email,27426,294,57.35,0.03,8.0,458.78,16.73,0,0,0,0,0
Harkness Roses BOGOF Potted Roses HREM1210,Inactive,harkness-roses-bogof-potted-roses-hrem1210,Email,19876,147,31.98,0.02,3.0,95.94,4.83,0,0,0,0,0
Harkness Roses Bestsellers HREM1247,Active,harkness-roses-bestsellers-hrem1247,Email,25879,526,80.71,0.02,4.0,322.84,12.47,0,0,0,0,0
Harkness Roses Bestsellers HREM1246,Inactive,harkness-roses-bestsellers-hrem1246,Email,1,0,0,0,0,0,0,0,0,0,0,0
Harkness Roses Bestsellers HREM1244,Active,harkness-roses-bestsellers-hrem1244,Email,69187,738,28.98,0.01,10.0,289.78999999999996,4.19,0,0,0,0,0
Harkness Roses Bestsellers HREM1243,Active,harkness-roses-bestsellers-hrem1243,Email,19367,200,32.48,0.01,2.0,64.96,3.35,0,0,0,0,0
Harkness Roses Bestsellers HREM1242,Active,harkness-roses-bestsellers-hrem1242,Email,34796,511,38.3,0.04,13.0,497.87,14.31,0,0,0,0,0
Harkness Roses Bestsellers HREM1241,Active,harkness-roses-bestsellers-hrem1241,Email,23570,373,31.61,0.06,14.0,442.58000000000004,18.78,0,0,0,0,0
Harkness Roses Bestsellers HREM1240,Active,harkness-roses-bestsellers-hrem1240,Email,23254,114,22.28,0.0,1.0,22.28,0.96,0,0,0,0,0
Harkness Roses Bestsellers HREM1239,Active,harkness-roses-bestsellers-hrem1239,Email,44527,379,36.58,0.01,5.0,182.88,4.11,0,0,0,0,0
Harkness Roses Bestsellers HREM1238,Active,harkness-roses-bestsellers-hrem1238,Email,23312,121,33.98,0.02,4.0,135.91,5.83,0,0,0,0,0
Harkness Roses Bestsellers HREM1237,Active,harkness-roses-bestsellers-hrem1237,Email,23142,95,26.98,0.0,1.0,26.98,1.17,0,0,0,0,0
Harkness Roses Bestsellers HREM1236,Inactive,harkness-roses-bestsellers-hrem1236,Email,32358,359,38.64,0.01,3.0,115.92,3.58,0,0,0,0,0
Harkness Roses Bestsellers HREM1235,Active,harkness-roses-bestsellers-hrem1235,Email,21870,60,26.98,0.0,1.0,26.98,1.23,0,0,0,0,0
Harkness Roses Bestsellers HREM1234,Active,harkness-roses-bestsellers-hrem1234,Email,21806,66,64.7,0.01,2.0,129.4,5.93,0,0,0,0,0
Harkness Roses Bestsellers HREM1233,Inactive,harkness-roses-bestsellers-hrem1233,Email,21998,165,49.84,0.02,4.0,199.35,9.06,0,0,0,0,0
Harkness Roses Bestsellers HREM1232,Active,harkness-roses-bestsellers-hrem1232,Email,21952,167,31.98,0.0,1.0,31.98,1.46,0,0,0,0,0
Harkness Roses Bestsellers HREM1231,Active,harkness-roses-bestsellers-hrem1231,Email,21995,186,0,0,0,0,0,0,0,0,0,0
Harkness Roses Bestsellers HREM1230,Active,harkness-roses-bestsellers-hrem1230,Email,32074,467,30.98,0.04,13.0,402.68,12.55,0,0,0,0,0
Harkness Roses Bestsellers HREM1229,Inactive,harkness-roses-bestsellers-hrem1229,Email,20197,124,26.09,0.0,1.0,26.09,1.29,0,0,0,0,0
Harkness Roses Bestsellers HREM1228,Inactive,harkness-roses-bestsellers-hrem1228,Email,20492,152,30.85,0.01,3.0,92.55,4.52,0,0,0,0,0
Harkness Roses Bestsellers HREM1227,Inactive,harkness-roses-bestsellers-hrem1227,Email,20548,179,47.16,0.03,7.0,330.11,16.07,0,0,0,0,0
Harkness Roses Bestsellers HREM1226,Inactive,harkness-roses-bestsellers-hrem1226,Email,20551,171,49.8,0.01,2.0,99.6,4.85,0,0,0,0,0
Harkness Roses Bestsellers HREM1225,Inactive,harkness-roses-bestsellers-hrem1225,Email,20127,131,48.7,0.03,6.0,292.2,14.52,0,0,0,0,0
Harkness Roses Bestsellers HREM1224,Inactive,harkness-roses-bestsellers-hrem1224,Email,20411,170,25.98,0.01,2.0,51.95,2.55,0,0,0,0,0
Harkness Roses Bestsellers HREM1223,Inactive,harkness-roses-bestsellers-hrem1223,Email,28543,315,40.25,0.03,9.0,362.24,12.69,0,0,0,0,0
Harkness Roses Bestsellers HREM1222,Inactive,harkness-roses-bestsellers-hrem1222,Email,21182,302,26.24,0.03,6.0,157.45999999999998,7.43,0,0,0,0,0
Harkness Roses Bestsellers HREM1220,Inactive,harkness-roses-bestsellers-hrem1220,Email,27324,183,38.22,0.03,8.0,305.78,11.19,0,0,0,0,0
Harkness Roses Bestsellers HREM1219,Inactive,harkness-roses-bestsellers-hrem1219,Email,32526,284,41.26,0.02,7.0,288.83,8.88,0,0,0,0,0
Harkness Roses Bestsellers HREM1218,Inactive,harkness-roses-bestsellers-hrem1218,Email,19280,110,41.22,0.02,4.0,164.89,8.55,0,0,0,0,0
Harkness Roses Bestsellers HREM1214,Inactive,harkness-roses-bestsellers-hrem1214,Email,18418,87,39.48,0.02,4.0,157.91,8.57,0,0,0,0,0
Harkness Roses Bestsellers HREM1213,Inactive,harkness-roses-bestsellers-hrem1213,Email,20315,89,0,0,0,0,0,0,0,0,0,0
Harkness Roses Bestsellers HREM1212,Inactive,harkness-roses-bestsellers-hrem1212,Email,19689,71,36.98,0.01,1.0,36.98,1.88,0,0,0,0,0
Harkness Roses Bestsellers HREM1211,Inactive,harkness-roses-bestsellers-hrem1211,Email,21263,102,31.98,0.01,2.0,63.959999999999994,3.01,0,0,0,0,0
Harkness Roses Bestsellers HREM1209,Inactive,harkness-roses-bestsellers-hrem1209,Email,17453,127,34.48,0.01,2.0,68.96,3.95,0,0,0,0,0
Harkness Roses Bestsellers HREM1208,Inactive,harkness-roses-bestsellers-hrem1208,Email,20155,177,33.65,0.01,3.0,100.94,5.01,0,0,0,0,0
Harkness Roses Bestsellers HREM1207,Inactive,harkness-roses-bestsellers-hrem1207,Email,17964,113,0,0,0,0,0,0,0,0,0,0
Harkness Roses Bestsellers HREM1206,Inactive,harkness-roses-bestsellers-hrem1206,Email,17590,134,0,0,0,0,0,0,0,0,0,0
Harkness Roses Bestsellers HREM1205,Inactive,harkness-roses-bestsellers-hrem1205,Email,36720,720,51.72,0.07,26.0,1344.7900000000002,36.62,0,0,0,0,0
Harkness Roses Bestsellers HREM1204,Active,harkness-roses-bestsellers-hrem1204,Email,17534,153,47.97,0.01,1.0,47.97,2.74,0,0,0,0,0
Harkness Roses Bestsellers HREM1203,Active,harkness-roses-bestsellers-hrem1203,Email,36769,293,43.58,0.01,5.0,217.88,5.93,0,0,0,0,0
Harkness Roses Bestsellers HREM1201,Inactive,harkness-roses-bestsellers-hrem1201,Email,18173,206,50.97,0.01,2.0,101.94,5.61,0,0,0,0,0
Harkness Roses Bestsellers HREM1200,Inactive,harkness-roses-bestsellers-hrem1200,Email,18494,146,31.98,0.02,3.0,95.94,5.19,0,0,0,0,0
Harkness Roses Bestsellers HREM1199-2,Inactive,harkness-roses-bestsellers-hrem1199-2,Email,18725,105,0,0,0,0,0,0,0,0,0,0
Harkness Roses Bestsellers HREM1199,Inactive,harkness-roses-bestsellers-hrem1199,Email,1,0,0,0,0,0,0,0,0,0,0,0
Harkness Roses Bestsellers HREM1196,Inactive,harkness-roses-bestsellers-hrem1196,Email,10,0,0,0,0,0,0,0,0,0,0,0
Harkness Roses Bestsellers HREM1178,Inactive,harkness-roses-bestsellers-hrem1178,Email,17779,126,41.98,0.01,1.0,41.98,2.36,0,0,0,0,0
Harkness Roses Bestsellers HREM1176,Inactive,harkness-roses-bestsellers-hrem1176,Email,20932,227,36.98,0.0,1.0,36.98,1.77,0,0,0,0,0
Harkness Roses Bestsellers,Inactive,harkness-roses-bestsellers,Email,44299,626,45.1,0.02,8.0,360.82,8.15,0,0,0,0,0
Harkness Roses Bare Root Roses HREM1202,Inactive,harkness-roses-bare-root-roses-hrem1202,Email,20139,204,41.98,0.0,1.0,41.98,2.08,0,0,0,0,0
Harkness Brand New Standards Range HREM1250,Active,harkness-brand-new-standards-range-hrem1250,Email,37206,737,33.59,0.05,20.0,671.7199999999999,18.05,0,0,0,0,0
Harkness Brand New Standards Range HREM1249,Active,harkness-brand-new-standards-range-hrem1249,Email,26498,290,32.18,0.02,5.0,160.9,6.07,0,0,0,0,0
Harkness Brand New Standards Range HREM1248,Active,harkness-brand-new-standards-range-hrem1248,Email,26813,320,38.73,0.01,4.0,154.91,5.78,0,0,0,0,0
GD Trees &amp; Shrubs EMGD1096,Active,gd-trees-amp-shrubs-emgd1096,Email,43430,422,24.3,0.01,3.0,72.91,1.68,0,0,0,0,0
GD Standards- EMGD1303,Inactive,gd-standards-emgd1303,Email,2,0,0,0,0,0,0,0,0,0,0,0
GD Spring Bulbs EMGD1169,Active,gd-spring-bulbs-emgd1169,Email,41677,186,24.52,0.0,2.0,49.05,1.18,0,0,0,0,0
GD SALE Bedding - EM1272,Inactive,gd-sale-bedding-em1272,Email,39821,631,18.59,0.04,15.0,278.81,7.0,0,0,0,0,0
GD SALE Bedding - EM1271,Active,gd-sale-bedding-em1271,Email,39178,704,26.15,0.05,21.0,549.14,14.02,0,0,0,0,0
GD SALE Bedding - EM1267,Active,gd-sale-bedding-em1267,Email,39885,812,15.31,0.04,17.0,260.31,6.53,0,0,0,0,0
GD SALE Bedding - EM1266v3,Inactive,gd-sale-bedding-em1266v3,Email,39732,1005,21.49,0.06,22.0,472.75000000000006,11.9,0,0,0,0,0
GD SALE Bedding - EM1266 v2,Inactive,gd-sale-bedding-em1266-v2,Email,1,0,0,0,0,0,0,0,0,0,0,0
GD SALE Bedding - EM1266,Inactive,gd-sale-bedding-em1266,Email,4,3,0,0,0,0,0,0,0,0,0,0
GD Roses SALE 2026 - EMGD1289,Active,gd-roses-sale-2026-emgd1289,Email,39450,166,14.98,0.01,2.0,29.96,0.76,0,0,0,0,0
GD Roses SALE 2026 - EM3548A,Active,gd-roses-sale-2026-em3548a,Email,41034,316,0,0,0,0,0,0,0,0,0,0
GD Plants EMGD1124,Active,gd-plants-emgd1124,Email,67702,610,16.96,0.0,1.0,16.96,0.25,0,0,0,0,0
GD Perennials EMGD1284,Active,gd-perennials-emgd1284,Email,41202,381,39.95,0.01,3.0,119.86,2.91,0,0,0,0,0
GD Perennials EMGD1165,Active,gd-perennials-emgd1165,Email,40651,169,74.91,0.0,1.0,74.91,1.84,0,0,0,0,0
GD Perennials EMGD1163,Active,gd-perennials-emgd1163,Email,43611,273,0,0,0,0,0,0,0,0,0,0
GD Perennials EMGD1159,Active,gd-perennials-emgd1159,Email,42310,252,0,0,0,0,0,0,0,0,0,0
GD Perennials EMGD1135,Active,gd-perennials-emgd1135,Email,42004,123,0,0,0,0,0,0,0,0,0,0
GD Grow Your Own Fruit and Veg EMGD1310,Active,gd-grow-your-own-fruit-and-veg-emgd1310,Email,35103,141,0,0,0,0,0,0,0,0,0,0
GD GR10s but show 120s CLEARANCE EMGD1281v2,Inactive,gd-gr10s-but-show-120s-clearance-emgd1281v2,Email,4,0,0,0,0,0,0,0,0,0,0,0
GD GR10s but show 120s CLEARANCE EMGD1281,Active,gd-gr10s-but-show-120s-clearance-emgd1281,Email,39712,210,59.93,0.0,1.0,59.93,1.51,0,0,0,0,0
GD GR10s but show 120s CLEARANCE EMGD1279,Inactive,gd-gr10s-but-show-120s-clearance-emgd1279,Email,3,0,0,0,0,0,0,0,0,0,0,0
GD GR10s but show 120s CLEARANCE EMGD1268,Inactive,gd-gr10s-but-show-120s-clearance-emgd1268,Email,39781,164,61.94,0.01,4.0,247.74,6.23,0,0,0,0,0
GD GR10s but show 120s CLEARANCE EMGD1265,Inactive,gd-gr10s-but-show-120s-clearance-emgd1265,Email,39889,389,37.82,0.02,7.0,264.74,6.64,0,0,0,0,0
GD GR10s but show 120s CLEARANCE EMGD1264,Inactive,gd-gr10s-but-show-120s-clearance-emgd1264,Email,5,0,0,0,0,0,0,0,0,0,0,0
GD GR10s but show 120s CLEARANCE EMGD1263,Active,gd-gr10s-but-show-120s-clearance-emgd1263,Email,40104,749,37.16,0.02,10.0,371.59000000000003,9.27,0,0,0,0,0
GD GR10s but show 120s CLEARANCE EMGD1254,Active,gd-gr10s-but-show-120s-clearance-emgd1254,Email,39625,399,28.96,0.02,7.0,202.73,5.12,0,0,0,0,0
GD GR10s but show 120s CLEARANCE EMGD1252,Active,gd-gr10s-but-show-120s-clearance-emgd1252,Email,39839,381,32.79,0.02,6.0,196.76,4.94,0,0,0,0,0
GD Garden Ready EMGD1317,Active,gd-garden-ready-emgd1317,Email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GD Garden Ready EMGD1316v3,Active,gd-garden-ready-emgd1316v3,Email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GD Garden Ready EMGD1316v2,Inactive,gd-garden-ready-emgd1316v2,Email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GD Garden Ready EMGD1316,Inactive,gd-garden-ready-emgd1316,Email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GD Garden Ready EMGD1315,Active,gd-garden-ready-emgd1315,Email,13,9,0,0,0,0,0,0,0,0,0,0
GD Fruit and Veg EMGD1298,Active,gd-fruit-and-veg-emgd1298,Email,39163,339,21.31,0.01,3.0,63.94,1.63,0,0,0,0,0
GD Fruit and Veg EMGD1276,Active,gd-fruit-and-veg-emgd1276,Email,40102,313,17.98,0.0,2.0,35.97,0.9,0,0,0,0,0
GD Fruit and Veg EMGD1274,Inactive,gd-fruit-and-veg-emgd1274,Email,1,0,0,0,0,0,0,0,0,0,0,0
GD Fruit &amp; Veg - EM1274,Active,gd-fruit-amp-veg-em1274,Email,41043,527,21.94,0.01,6.0,131.65,3.21,0,0,0,0,0
GD Flowering shrubs EMGD1178,Active,gd-flowering-shrubs-emgd1178,Email,41231,266,74.97,0.0,1.0,74.97,1.82,0,0,0,0,0
GD Countdown 260825,Active,gd-countdown-260825,Email,39052,0,0,0,0,0,0,0,0,0,0,0
GD Countdown 210526,Active,gd-countdown-210526,Email,36066,0,0,0,0,0,0,0,0,0,0,0
GD Countdown 140526,Active,gd-countdown-140526,Email,36808,0,0,0,0,0,0,0,0,0,0,0
GD Countdown 130426,Active,gd-countdown-130426,Email,38912,0,0,0,0,0,0,0,0,0,0,0
GD Countdown 070426,Active,gd-countdown-070426,Email,37977,0,0,0,0,0,0,0,0,0,0,0
GD Countdown 060426,Active,gd-countdown-060426,Email,37233,0,0,0,0,0,0,0,0,0,0,0
GD Countdown 050526,Active,gd-countdown-050526,Email,38465,0,0,0,0,0,0,0,0,0,0,0
GD Countdown 050226,Active,gd-countdown-050226,Email,58081,0,0,0,0,0,0,0,0,0,0,0
GD Countdown 040526,Active,gd-countdown-040526,Email,37498,0,0,0,0,0,0,0,0,0,0,0
GD Countdown 020226,Active,gd-countdown-020226,Email,39563,0,0,0,0,0,0,0,0,0,0,0
GD Countdown 010226,Active,gd-countdown-010226,Email,54569,0,0,0,0,0,0,0,0,0,0,0
GD Countdown,Active,gd-countdown,Email,38299,0,0,0,0,0,0,0,0,0,0,0
GD Composts but show 120s CLEARANCE EMGD1251,Active,gd-composts-but-show-120s-clearance-emgd1251,Email,39870,334,21.31,0.02,6.0,127.83999999999999,3.21,0,0,0,0,0
GD Categories Section - Variant X,Active,gd-categories-section-variant-x,Web,144393,3424,0,0,0,0,0,40.8,0.03,48.0,1958.44,13.56
GD Categories Section - Homepage,Inactive,gd-categories-section-homepage,Web,6334,0,0,0,0,0,0,0,0,0,0,0
GD Bulbs SALE 2026 - EMGD1299,Active,gd-bulbs-sale-2026-emgd1299,Email,40614,677,22.13,0.01,6.0,132.77,3.27,0,0,0,0,0
GD BOGOF 60s EMGD1253,Inactive,gd-bogof-60s-emgd1253,Email,3,0,0,0,0,0,0,0,0,0,0,0
GD BOGOF 60s EMGD1249,Inactive,gd-bogof-60s-emgd1249,Email,4,0,0,0,0,0,0,0,0,0,0,0
GD BOGOF 60s EMGD1246,Inactive,gd-bogof-60s-emgd1246,Email,39720,1024,26.91,0.04,17.0,457.4200000000001,11.52,0,0,0,0,0
GD BOGOF 60s EMGD1244,Inactive,gd-bogof-60s-emgd1244,Email,40823,1250,27.87,0.05,20.0,557.3299999999999,13.65,0,0,0,0,0
GD BOGOF 60s EMGD1242,Inactive,gd-bogof-60s-emgd1242,Email,39757,1098,41.67,0.06,24.0,1000.0300000000001,25.15,0,0,0,0,0
GD BOGOF 60s EMGD1239,Inactive,gd-bogof-60s-emgd1239,Email,39887,841,29.17,0.03,10.0,291.65999999999997,7.31,0,0,0,0,0
GD BOGOF 60s EMGD1238,Inactive,gd-bogof-60s-emgd1238,Email,40121,963,24.5,0.04,17.0,416.53999999999996,10.38,0,0,0,0,0
GD BOGOF 60s EMGD1236,Inactive,gd-bogof-60s-emgd1236,Email,40305,1233,37.02,0.04,15.0,555.2900000000001,13.78,0,0,0,0,0
GD BOGOF 60s EMGD1227,Active,gd-bogof-60s-emgd1227,Email,82052,3602,32.09,0.07,60.0,1925.2100000000003,23.46,0,0,0,0,0
GD BOGOF 40s EMGD1247,Inactive,gd-bogof-40s-emgd1247,Email,11,0,0,0,0,0,0,0,0,0,0,0
GD BOGOF 40s EMGD1245,Inactive,gd-bogof-40s-emgd1245,Email,39032,969,35.85,0.02,9.0,322.67999999999995,8.27,0,0,0,0,0
GD BOGOF 40s EMGD1243,Inactive,gd-bogof-40s-emgd1243,Email,39693,977,40.91,0.04,15.0,613.72,15.46,0,0,0,0,0
GD BOGOF 40s EMGD1240,Inactive,gd-bogof-40s-emgd1240,Email,38790,845,28.09,0.05,18.0,505.56000000000006,13.03,0,0,0,0,0
GD BOGOF 40s EMGD1237,Inactive,gd-bogof-40s-emgd1237,Email,39540,813,22.71,0.05,18.0,408.71000000000004,10.34,0,0,0,0,0
GD BOGOF 40s EMGD1235,Inactive,gd-bogof-40s-emgd1235,Email,38748,1014,33.56,0.04,17.0,570.51,14.72,0,0,0,0,0
GD BOGOF 40s EMGD1233,Inactive,gd-bogof-40s-emgd1233,Email,39475,867,34.64,0.03,12.0,415.64,10.53,0,0,0,0,0
GD BOGOF 40s EMGD1232,Inactive,gd-bogof-40s-emgd1232,Email,39505,855,23.32,0.02,6.0,139.91,3.54,0,0,0,0,0
GD BOGOF 40s EMGD1231,Inactive,gd-bogof-40s-emgd1231,Email,39250,854,26.23,0.02,8.0,209.84000000000003,5.35,0,0,0,0,0
GD BOGOF 40s EMGD1230,Inactive,gd-bogof-40s-emgd1230,Email,39284,997,41.38,0.03,12.0,496.58000000000004,12.64,0,0,0,0,0
GD BOGOF 40s EMGD1225,Active,gd-bogof-40s-emgd1225,Email,103075,5846,32.72,0.1,101.0,3304.7900000000004,32.06,0,0,0,0,0
GD Black Friday Countdown 281125,Inactive,gd-black-friday-countdown-281125,Email,2,0,0,0,0,0,0,0,0,0,0,0
GD Black Friday Countdown 271125,Active,gd-black-friday-countdown-271125,Email,39304,0,0,0,0,0,0,0,0,0,0,0
GD Black Friday Countdown 261125,Active,gd-black-friday-countdown-261125,Email,39678,0,0,0,0,0,0,0,0,0,0,0
GD Black Friday Countdown 251125,Active,gd-black-friday-countdown-251125,Email,39971,0,0,0,0,0,0,0,0,0,0,0
GD Black Friday Countdown 231125,Active,gd-black-friday-countdown-231125,Email,39793,0,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1318,Active,gd-bestsellers-emgd1318,Email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GD Bestsellers EMGD1314,Active,gd-bestsellers-emgd1314,Email,33545,739,38.96,0.02,8.0,311.66,9.29,0,0,0,0,0
GD Bestsellers EMGD1313,Active,gd-bestsellers-emgd1313,Email,34721,424,21.97,0.01,2.0,43.94,1.27,0,0,0,0,0
GD Bestsellers EMGD1311v2,Active,gd-bestsellers-emgd1311v2,Email,37053,770,38.08,0.02,8.0,304.62999999999994,8.22,0,0,0,0,0
GD Bestsellers EMGD1311,Inactive,gd-bestsellers-emgd1311,Triggered Email,1,0,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1309,Active,gd-bestsellers-emgd1309,Email,36908,253,55.96,0.0,1.0,55.96,1.52,0,0,0,0,0
GD Bestsellers EMGD1308,Active,gd-bestsellers-emgd1308,Email,36827,745,30.96,0.01,5.0,154.82,4.2,0,0,0,0,0
GD Bestsellers EMGD1307,Active,gd-bestsellers-emgd1307,Email,38452,604,39.95,0.01,5.0,199.76999999999998,5.2,0,0,0,0,0
GD Bestsellers EMGD1306,Active,gd-bestsellers-emgd1306,Email,38589,566,32.06,0.03,12.0,384.69000000000005,9.97,0,0,0,0,0
GD Bestsellers EMGD1303,Active,gd-bestsellers-emgd1303,Email,39427,533,39.22,0.01,4.0,156.86,3.98,0,0,0,0,0
GD Bestsellers EMGD1301,Active,gd-bestsellers-emgd1301,Email,39037,497,43.71,0.01,4.0,174.84,4.48,0,0,0,0,0
GD Bestsellers EMGD1297v2,Active,gd-bestsellers-emgd1297v2,Email,41651,739,31.72,0.02,7.0,222.01999999999998,5.33,0,0,0,0,0
GD Bestsellers EMGD1297,Inactive,gd-bestsellers-emgd1297,Email,8,3,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1296,Inactive,gd-bestsellers-emgd1296,Email,8,3,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1294,Active,gd-bestsellers-emgd1294,Email,40573,683,43.1,0.02,8.0,344.82000000000005,8.5,0,0,0,0,0
GD Bestsellers EMGD1293,Active,gd-bestsellers-emgd1293,Email,40039,648,52.84,0.02,9.0,475.58000000000004,11.88,0,0,0,0,0
GD Bestsellers EMGD1292,Active,gd-bestsellers-emgd1292,Email,39709,437,33.97,0.01,4.0,135.86,3.42,0,0,0,0,0
GD Bestsellers EMGD1291,Active,gd-bestsellers-emgd1291,Email,39794,863,23.64,0.01,3.0,70.92,1.78,0,0,0,0,0
GD Bestsellers EMGD1290,Active,gd-bestsellers-emgd1290,Email,39877,840,43.34,0.02,8.0,346.68,8.69,0,0,0,0,0
GD Bestsellers EMGD1288,Active,gd-bestsellers-emgd1288,Email,41968,707,31.57,0.01,5.0,157.85999999999999,3.76,0,0,0,0,0
GD Bestsellers EMGD1287,Inactive,gd-bestsellers-emgd1287,Email,4,0,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1286,Active,gd-bestsellers-emgd1286,Email,40935,466,27.47,0.0,2.0,54.94,1.34,0,0,0,0,0
GD Bestsellers EMGD1285,Active,gd-bestsellers-emgd1285,Email,39862,579,46.07,0.02,9.0,414.63,10.4,0,0,0,0,0
GD Bestsellers EMGD1282,Active,gd-bestsellers-emgd1282,Email,40229,696,35.37,0.01,5.0,176.84,4.4,0,0,0,0,0
GD Bestsellers EMGD1279 v2,Active,gd-bestsellers-emgd1279-v2,Email,41266,993,41.39,0.02,7.0,289.73,7.02,0,0,0,0,0
GD Bestsellers EMGD1279,Inactive,gd-bestsellers-emgd1279,Email,7,9,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1278,Active,gd-bestsellers-emgd1278,Email,41783,854,27.44,0.03,12.0,329.28,7.88,0,0,0,0,0
